Mode,Rho_Target,Rep,Lambda_Target_rps,Lambda_Achieved_rps,InterArrival_CV,Dispatched,Completed,Rejected,Success_Pct,Throughput_rps,Mean_Latency_ms,P99_ms,Nq_Hikari_Mean,Nq_Hikari_Max,Little_Nq_Check,Heap_Mean_MB,Heap_Max_MB,Threads_Mean,Threads_Max,GC_Collections,GC_Pause_Total_ms,GC_Pause_Mean_ms,Alloc_Rate_MB_s,Heap_Delta_MB
VT,0.80,18,733.96,739.63,2.602,22189,22189,0,100.0,739.63,534.09,966.95,343.07,656,354.72,95.4,142,138.0,138,9,35.00,3.89,3.20,21.00
VT,0.30,4,275.24,280.73,1.722,8422,8422,0,100.0,280.73,54.95,65.76,0.00,0,0.13,96.4,141,138.0,138,3,10.00,3.33,3.17,7.00
PT,0.75,9,688.09,692.47,2.214,20774,20774,0,100.0,692.47,64.62,148.19,2.39,56,7.01,95.8,141,181.0,215,12,39.00,3.25,3.17,4.00
VT,0.60,18,550.47,553.83,2.385,16615,16615,0,100.0,553.83,55.55,71.73,0.00,0,0.58,96.5,139,138.0,138,6,11.00,1.83,3.10,6.00
VT,0.70,10,642.22,644.87,2.529,19346,19346,0,100.0,644.87,59.62,90.12,0.23,13,3.30,94.7,141,138.0,138,7,19.00,2.71,3.17,14.00
VT,0.50,15,458.73,452.30,2.171,13569,13569,0,100.0,452.30,55.75,70.68,0.00,0,0.56,93.3,135,138.0,138,5,8.00,1.60,2.97,1.00
PT,0.80,12,733.96,738.40,2.205,22152,22152,0,100.0,738.40,79.61,177.11,11.71,72,18.54,89.5,133,197.2,250,12,34.00,2.83,2.90,12.00
VT,0.85,5,779.83,782.70,2.714,23481,23481,0,100.0,782.70,1204.70,2098.88,852.21,1361,900.26,97.1,141,138.0,138,10,33.00,3.30,3.17,13.00
VT,0.75,19,688.09,684.33,2.610,20530,20530,0,100.0,684.33,59.99,97.58,0.88,32,3.76,94.8,144,138.1,139,7,14.00,2.00,3.27,66.00
VT,1.05,5,963.32,958.10,2.736,28743,28743,0,100.0,958.10,5696.83,11322.93,4444.66,6884,5405.92,118.4,178,139.0,139,23,139.00,6.04,4.40,112.00
PT,0.80,7,733.96,739.50,2.284,22185,22185,0,100.0,739.50,75.44,186.24,10.26,89,15.49,93.2,140,195.6,271,16,47.00,2.94,3.10,62.00
VT,1.05,13,963.32,966.30,2.800,28989,28989,0,100.0,966.30,6189.58,12272.74,4668.50,7383,5928.33,115.2,148,138.2,139,27,128.00,4.74,3.40,132.00
PT,0.85,18,779.83,782.10,2.231,23463,23463,0,100.0,782.10,595.26,1221.52,410.57,549,422.93,96.6,150,605.2,705,12,26.00,2.17,3.47,48.00
VT,0.85,18,779.83,780.33,2.681,23410,23410,0,100.0,780.33,706.39,1380.77,482.63,989,508.69,97.5,145,138.0,138,15,57.00,3.80,3.30,17.00
VT,0.60,7,550.47,554.63,2.323,16639,16639,0,100.0,554.63,57.89,81.43,0.04,3,1.88,101.4,147,138.0,138,9,16.00,1.78,3.37,66.00
PT,0.65,12,596.34,593.77,2.200,17813,17813,0,100.0,593.77,58.60,85.73,0.05,4,2.43,98.0,151,168.4,182,20,48.00,2.40,3.50,32.00
VT,0.80,17,733.96,738.23,2.557,22147,22147,0,100.0,738.23,294.53,535.65,163.39,348,177.20,97.2,146,138.0,138,14,47.00,3.36,3.33,77.00
PT,0.75,3,688.09,690.17,2.208,20705,20705,0,100.0,690.17,63.28,115.03,1.68,41,6.06,98.4,143,182.2,219,15,28.00,1.87,3.23,26.00
VT,0.85,6,779.83,776.87,2.702,23306,23306,0,100.0,776.87,335.68,713.87,205.90,535,218.44,94.1,140,138.0,138,9,41.00,4.56,3.13,41.00
VT,0.85,10,779.83,789.93,2.617,23698,23698,0,100.0,789.93,199.33,451.10,103.95,309,114.41,96.1,140,138.0,138,9,23.00,2.56,3.13,38.00
VT,1.05,17,963.32,960.97,2.823,28829,28829,0,100.0,960.97,4988.25,8651.41,3855.56,6396,4741.17,108.5,152,138.0,138,21,111.00,5.29,3.53,48.00
VT,0.95,6,871.58,867.20,2.757,26016,26016,0,100.0,867.20,2330.91,4200.06,1757.11,3083,1974.10,104.6,146,138.0,138,17,60.00,3.53,3.33,28.00
PT,0.85,3,779.83,778.00,2.237,23340,23340,0,100.0,778.00,270.80,679.73,156.27,415,168.29,100.1,147,347.6,604,15,30.00,2.00,3.37,44.00
PT,1.05,16,963.32,966.77,1.985,29003,29003,0,100.0,966.77,4388.82,9616.09,3609.04,5458,4190.28,103.7,149,3839.9,5624,13,55.00,4.23,3.43,3.00
VT,0.75,18,688.09,687.47,2.539,20624,20624,0,100.0,687.47,62.34,104.55,1.79,34,5.39,100.4,151,138.0,138,13,24.00,1.85,3.50,20.00
PT,0.80,16,733.96,734.67,2.299,22040,22040,0,100.0,734.67,76.82,232.36,11.23,114,16.39,96.4,145,192.9,301,16,25.00,1.56,3.30,12.00
PT,0.95,5,871.58,871.93,2.127,26158,26158,0,100.0,871.93,1704.15,3690.90,1365.29,1833,1438.39,102.0,151,1572.9,2004,9,31.00,3.44,3.50,13.00
PT,0.85,13,779.83,782.20,2.300,23466,23466,0,100.0,782.20,144.35,371.13,61.72,260,70.28,104.6,148,246.5,411,7,13.00,1.86,3.40,88.00
VT,0.50,9,458.73,461.27,2.221,13838,13838,0,100.0,461.27,56.60,73.13,0.01,1,0.97,96.8,139,138.0,138,4,13.00,3.25,3.10,89.00
VT,0.50,5,458.73,461.07,2.185,13832,13832,0,100.0,461.07,56.69,75.16,0.00,0,1.01,97.6,143,138.0,138,6,26.00,4.33,3.23,87.00
VT,0.70,13,642.22,641.33,2.589,19240,19240,0,100.0,641.33,59.38,87.16,0.19,8,3.13,97.0,144,138.0,138,6,19.00,3.17,3.27,90.00
PT,0.50,9,458.73,462.87,1.971,13886,13886,0,100.0,462.87,56.10,75.61,0.00,0,0.74,95.2,141,162.6,179,11,22.00,2.00,3.17,81.00
PT,0.80,3,733.96,740.63,2.170,22219,22219,0,100.0,740.63,89.76,236.86,19.34,142,26.11,100.0,147,203.8,307,10,20.00,2.00,3.37,92.00
PT,0.50,13,458.73,456.67,2.041,13700,13700,0,100.0,456.67,56.98,80.85,0.00,0,1.13,97.5,147,160.1,175,8,13.00,1.63,3.37,91.00
VT,0.85,3,779.83,778.23,2.702,23347,23347,0,100.0,778.23,425.99,904.43,273.10,643,289.10,99.2,145,138.0,138,9,22.00,2.44,3.30,36.00
PT,0.30,8,275.24,276.33,1.665,8290,8290,0,100.0,276.33,55.03,65.45,0.00,0,0.15,98.2,147,149.7,162,9,14.00,1.56,3.37,69.00
PT,0.60,7,550.47,545.87,2.230,16376,16376,0,100.0,545.87,55.05,75.37,0.00,0,0.30,98.2,147,162.4,176,13,20.00,1.54,3.37,37.00
PT,0.80,20,733.96,733.77,2.280,22013,22013,0,100.0,733.77,90.15,253.65,18.83,142,26.16,97.1,144,202.1,327,8,28.00,3.50,3.27,98.00
VT,0.75,10,688.09,679.63,2.592,20389,20389,0,100.0,679.63,81.20,230.15,11.47,124,18.15,100.0,145,138.0,138,7,23.00,3.29,3.30,50.00
PT,0.75,1,688.09,694.37,2.229,20831,20831,0,100.0,694.37,60.60,103.74,1.24,29,4.24,92.2,135,179.4,205,12,23.00,1.92,2.97,40.00
VT,0.60,9,550.47,547.93,2.384,16438,16438,0,100.0,547.93,56.52,75.57,0.01,1,1.11,98.6,145,138.0,138,5,14.00,2.80,3.30,80.00
VT,0.75,3,688.09,684.33,2.634,20530,20530,0,100.0,684.33,75.37,254.03,9.81,140,14.28,91.1,141,138.0,138,7,25.00,3.57,3.17,54.00
PT,0.60,11,550.47,543.10,2.132,16293,16293,0,100.0,543.10,58.06,82.91,0.03,3,1.94,101.0,147,167.9,196,11,25.00,2.27,3.37,60.00
VT,0.50,2,458.73,463.60,2.192,13908,13908,0,100.0,463.60,56.44,74.37,0.02,2,0.90,95.7,143,138.0,138,4,8.00,2.00,3.23,89.00
VT,1.05,6,963.32,957.07,2.830,28712,28712,0,100.0,957.07,6173.17,11906.27,4663.84,7179,5855.98,120.6,170,138.0,138,21,121.00,5.76,4.13,76.00
VT,1.05,9,963.32,963.47,2.845,28904,28904,0,100.0,963.47,6545.72,12489.96,4899.10,7636,6254.08,119.3,163,138.0,138,24,149.00,6.21,3.90,78.00
PT,1.05,2,963.32,960.03,2.069,28801,28801,0,100.0,960.03,4369.03,9344.30,3460.47,5738,4142.09,107.0,152,3710.5,5926,12,50.00,4.17,3.53,75.00
VT,0.75,20,688.09,688.73,2.596,20662,20662,0,100.0,688.73,61.06,106.70,1.25,31,4.52,99.8,150,138.0,138,13,30.00,2.31,3.47,16.00
VT,0.80,7,733.96,735.30,2.679,22059,22059,0,100.0,735.30,131.73,415.70,44.98,274,56.79,99.0,148,138.0,138,14,32.00,2.29,3.40,52.00
PT,0.95,11,871.58,870.03,2.151,26101,26101,0,100.0,870.03,1864.86,4358.97,1446.45,2430,1575.07,98.2,150,1649.0,2606,13,48.00,3.69,3.47,70.00
PT,0.85,15,779.83,778.33,2.228,23350,23350,0,100.0,778.33,109.20,255.68,34.37,146,42.58,99.8,145,225.8,318,9,16.00,1.78,3.30,45.00
PT,0.60,13,550.47,559.43,2.137,16783,16783,0,100.0,559.43,58.43,81.88,0.03,2,2.20,97.3,143,167.7,190,8,18.00,2.25,3.20,99.00
PT,1.05,9,963.32,967.77,2.126,29033,29033,0,100.0,967.77,4071.06,8583.05,3360.72,5055,3887.10,101.4,145,3595.2,5238,14,56.00,4.00,3.30,20.00
PT,1.05,13,963.32,965.53,2.108,28966,28966,0,100.0,965.53,4179.67,8509.86,3478.39,5070,3982.99,101.9,144,3697.0,5202,11,51.00,4.64,3.27,24.00
VT,0.80,9,733.96,729.83,2.583,21895,21895,0,100.0,729.83,95.20,335.84,24.22,215,29.70,93.2,137,138.0,138,12,36.00,3.00,3.03,64.00
VT,0.85,2,779.83,780.40,2.675,23412,23412,0,100.0,780.40,591.11,921.55,401.35,602,418.77,101.3,144,138.0,138,9,39.00,4.33,3.27,86.00
VT,0.65,3,596.34,590.73,2.435,17722,17722,0,100.0,590.73,56.51,85.15,0.17,15,1.19,91.4,135,138.0,138,8,19.00,2.38,2.93,49.00
VT,0.95,1,871.58,876.27,2.739,26288,26288,0,100.0,876.27,4231.75,8066.29,3092.93,4996,3660.38,106.3,137,138.0,138,18,113.00,6.28,3.00,97.00
VT,0.60,15,550.47,547.87,2.329,16436,16436,0,100.0,547.87,55.94,75.31,0.01,2,0.79,101.5,147,138.0,138,10,23.00,2.30,3.33,3.00
PT,1.05,5,963.32,964.63,2.094,28939,28939,0,100.0,964.63,4138.93,8864.83,3413.37,5020,3939.98,99.4,140,3639.8,5201,14,71.00,5.07,3.13,82.00
PT,0.95,9,871.58,875.27,2.194,26258,26258,0,100.0,875.27,2080.86,4548.19,1643.12,2451,1773.61,97.6,140,1853.4,2637,10,39.00,3.90,3.13,27.00
PT,0.50,11,458.73,468.90,2.026,14067,14067,0,100.0,468.90,55.58,75.25,0.03,4,0.51,93.1,141,159.2,174,5,7.00,1.40,3.13,26.00
PT,0.95,19,871.58,873.27,2.155,26198,26198,0,100.0,873.27,2004.58,4502.43,1558.73,2588,1702.95,95.3,143,1762.8,2765,10,31.00,3.10,3.20,53.00
VT,0.65,16,596.34,597.27,2.520,17918,17918,0,100.0,597.27,58.06,84.77,0.16,8,2.12,95.9,138,138.0,138,12,38.00,3.17,3.03,51.00
VT,1.05,14,963.32,966.27,2.823,28988,28988,0,100.0,966.27,4993.76,9611.56,3900.68,6519,4772.64,112.6,157,138.0,138,27,122.00,4.52,3.67,72.00
VT,1.05,8,963.32,957.47,2.748,28724,28724,0,100.0,957.47,6877.12,12855.49,5007.67,8215,6532.43,115.7,160,138.0,138,24,135.00,5.63,3.77,129.00
VT,0.65,9,596.34,596.70,2.389,17901,17901,0,100.0,596.70,59.15,86.04,0.11,5,2.78,90.2,135,138.4,139,10,23.00,2.30,2.97,78.00
VT,0.85,17,779.83,780.33,2.646,23410,23410,0,100.0,780.33,837.00,1252.80,587.03,844,610.61,99.7,146,139.0,139,17,35.00,2.06,3.30,47.00
PT,0.60,14,550.47,541.97,2.156,16259,16259,0,100.0,541.97,55.91,78.64,0.05,7,0.76,98.1,145,163.9,173,22,32.00,1.45,3.27,91.00
PT,0.95,3,871.58,872.00,2.158,26160,26160,0,100.0,872.00,2004.89,5258.99,1539.47,2633,1700.74,100.3,145,1741.8,2774,13,44.00,3.38,3.27,53.00
PT,0.60,8,550.47,553.10,2.140,16593,16593,0,100.0,553.10,57.08,80.10,0.05,6,1.43,97.7,148,163.4,179,5,10.00,2.00,3.40,61.00
VT,0.80,14,733.96,741.77,2.532,22253,22253,0,100.0,741.77,114.10,326.41,37.80,192,44.21,94.8,143,138.0,138,14,26.00,1.86,3.20,35.00
VT,1.05,15,963.32,970.17,2.725,29105,29105,0,100.0,970.17,5734.92,11695.26,4554.24,6891,5510.95,112.1,145,138.0,138,27,115.00,4.26,3.27,135.00
VT,1.05,20,963.32,973.70,2.763,29211,29211,0,100.0,973.70,6173.10,12630.58,4650.86,7560,5957.68,110.7,154,138.0,138,29,166.00,5.72,3.57,65.00
VT,0.70,14,642.22,637.13,2.506,19114,19114,0,100.0,637.13,58.80,94.84,0.36,29,2.74,100.1,148,138.0,138,11,14.00,1.27,3.40,8.00
PT,0.75,16,688.09,690.33,2.200,20710,20710,0,100.0,690.33,60.74,102.01,0.82,22,4.31,96.6,144,178.6,202,25,57.00,2.28,3.27,6.00
VT,0.95,17,871.58,878.73,2.759,26362,26362,0,100.0,878.73,3703.39,7535.32,2773.75,4329,3206.40,105.9,143,138.0,138,26,102.00,3.92,3.23,45.00
VT,0.30,11,275.24,274.73,1.706,8242,8242,0,100.0,274.73,54.72,63.70,0.00,0,0.06,91.2,137,138.0,138,5,7.00,1.40,3.00,26.00
VT,0.75,14,688.09,686.40,2.591,20592,20592,0,100.0,686.40,64.81,166.77,3.52,110,7.08,93.4,138,138.0,138,13,24.00,1.85,3.03,77.00
PT,0.50,17,458.73,468.87,2.072,14066,14066,0,100.0,468.87,57.05,80.01,0.00,0,1.19,92.3,139,160.5,169,21,35.00,1.67,3.07,50.00
PT,0.30,1,275.24,273.23,1.633,8197,8197,0,100.0,273.23,55.01,64.54,0.00,0,0.14,94.5,139,150.4,163,12,26.00,2.17,3.07,64.00
VT,0.70,5,642.22,645.40,2.567,19362,19362,0,100.0,645.40,60.27,90.77,0.32,18,3.72,95.8,144,138.0,138,9,30.00,3.33,3.23,11.00
VT,0.80,5,733.96,733.43,2.686,22003,22003,0,100.0,733.43,101.66,317.97,27.62,223,34.59,94.2,140,138.0,138,12,35.00,2.92,3.10,67.00
VT,1.05,19,963.32,963.17,2.780,28895,28895,0,100.0,963.17,6202.90,12158.61,4774.90,7352,5921.94,119.4,157,138.0,138,28,140.00,5.00,3.70,104.00
PT,0.85,7,779.83,787.80,2.221,23634,23634,0,100.0,787.80,241.43,588.87,135.20,299,147.27,100.4,149,322.8,470,12,21.00,1.75,3.40,83.00
PT,0.85,8,779.83,778.70,2.237,23361,23361,0,100.0,778.70,229.64,553.80,128.95,383,136.38,94.0,136,309.9,562,10,33.00,3.30,3.00,92.00
VT,0.85,13,779.83,783.40,2.636,23502,23502,0,100.0,783.40,461.94,733.51,311.53,526,319.19,94.5,136,138.0,138,17,45.00,2.65,2.97,46.00
VT,0.60,10,550.47,551.17,2.330,16535,16535,0,100.0,551.17,56.31,78.51,0.03,3,1.00,99.1,147,138.0,138,9,11.00,1.22,3.37,84.00
PT,0.95,16,871.58,872.33,2.196,26170,26170,0,100.0,872.33,1887.40,4663.46,1489.17,2250,1598.90,102.4,147,1701.3,2406,14,38.00,2.71,3.37,17.00
PT,0.80,6,733.96,727.97,2.245,21839,21839,0,100.0,727.97,69.77,148.66,5.90,60,11.12,102.1,147,188.6,228,8,19.00,2.38,3.37,94.00
PT,0.75,4,688.09,701.03,2.255,21031,21031,0,100.0,701.03,65.46,117.20,2.93,31,7.69,97.5,142,181.3,213,10,26.00,2.60,3.20,88.00
VT,0.50,4,458.73,454.23,2.190,13627,13627,0,100.0,454.23,55.30,68.93,0.00,0,0.37,100.9,147,139.0,139,6,15.00,2.50,3.33,83.00
PT,0.75,7,688.09,685.97,2.206,20579,20579,0,100.0,685.97,68.40,173.84,4.29,69,9.54,94.6,142,184.4,242,14,34.00,2.43,3.20,57.00
PT,0.60,16,550.47,548.83,2.115,16465,16465,0,100.0,548.83,57.81,82.69,0.01,2,1.82,101.8,147,165.9,180,9,18.00,2.00,3.37,98.00
VT,0.50,12,458.73,464.50,2.258,13935,13935,0,100.0,464.50,58.13,79.24,0.01,1,1.69,99.7,145,138.0,138,4,12.00,3.00,3.30,91.00
PT,1.05,8,963.32,963.80,2.050,28914,28914,0,100.0,963.80,4441.72,9061.99,3664.58,5339,4228.40,100.5,147,3904.8,5508,8,36.00,4.50,3.37,65.00
PT,1.05,14,963.32,966.43,2.037,28993,28993,0,100.0,966.43,3932.00,8168.71,3300.21,4646,3747.35,99.1,142,3521.7,4813,6,33.00,5.50,3.17,93.00
PT,0.75,6,688.09,691.13,2.228,20734,20734,0,100.0,691.13,60.12,102.18,0.71,32,3.88,98.2,147,177.7,218,4,16.00,4.00,3.37,70.00
VT,0.30,10,275.24,273.00,1.676,8190,8190,0,100.0,273.00,55.33,64.89,0.01,1,0.23,98.4,145,138.0,138,2,3.00,1.50,3.30,91.00
PT,0.80,18,733.96,725.37,2.202,21761,21761,0,100.0,725.37,83.75,210.14,15.81,115,21.22,102.0,148,196.4,290,7,22.00,3.14,3.40,80.00
PT,0.65,4,596.34,590.33,2.137,17710,17710,0,100.0,590.33,58.79,84.04,0.01,1,2.54,98.8,145,169.1,186,10,25.00,2.50,3.30,30.00
PT,0.30,7,275.24,272.40,1.672,8172,8172,0,100.0,272.40,55.66,67.84,0.00,0,0.32,96.1,147,149.6,160,7,20.00,2.86,3.37,97.00
PT,0.70,14,642.22,642.77,2.167,19283,19283,0,100.0,642.77,64.15,136.57,1.63,70,6.20,97.1,141,169.8,198,11,35.00,3.18,3.17,94.00
VT,0.70,6,642.22,650.60,2.484,19518,19518,0,100.0,650.60,57.29,91.49,0.51,24,1.81,98.4,145,138.0,138,6,10.00,1.67,3.30,86.00
VT,0.95,4,871.58,877.93,2.651,26338,26338,0,100.0,877.93,2898.08,5363.28,2199.73,3696,2496.48,102.7,144,138.0,138,12,70.00,5.83,3.27,59.00
VT,0.75,6,688.09,689.63,2.616,20689,20689,0,100.0,689.63,68.96,176.85,4.14,70,9.97,92.4,135,138.0,138,7,20.00,2.86,2.97,82.00
PT,0.65,2,596.34,589.50,2.251,17685,17685,0,100.0,589.50,57.93,84.10,0.10,9,2.03,97.6,147,165.9,198,11,20.00,1.82,3.37,71.00
VT,0.70,4,642.22,641.03,2.554,19231,19231,0,100.0,641.03,59.70,136.23,1.27,50,3.33,96.6,143,138.0,138,6,11.00,1.83,3.23,88.00
VT,0.50,1,458.73,454.50,2.208,13635,13635,0,100.0,454.50,55.77,70.77,0.01,1,0.58,95.9,145,138.6,139,4,6.00,1.50,3.30,81.00
PT,0.50,1,458.73,456.13,2.094,13684,13684,0,100.0,456.13,55.99,78.29,0.00,0,0.68,99.2,145,162.0,174,11,20.00,1.82,3.30,99.00
VT,0.70,19,642.22,633.87,2.561,19016,19016,0,100.0,633.87,60.87,132.85,1.10,39,4.04,95.8,143,138.2,139,6,14.00,2.33,3.20,77.00
PT,0.50,12,458.73,456.60,2.036,13698,13698,0,100.0,456.60,55.72,76.83,0.00,0,0.56,96.4,147,160.0,176,12,23.00,1.92,3.37,5.00
VT,0.75,13,688.09,690.87,2.561,20726,20726,0,100.0,690.87,67.81,163.09,4.34,76,9.20,96.3,145,138.1,139,7,20.00,2.86,3.30,60.00
VT,0.60,6,550.47,553.03,2.329,16591,16591,0,100.0,553.03,56.43,75.69,0.00,0,1.07,98.9,147,139.0,139,5,8.00,1.60,3.37,78.00
PT,0.60,18,550.47,546.03,2.100,16381,16381,0,100.0,546.03,58.61,81.27,0.01,1,2.25,103.0,147,167.9,187,12,41.00,3.42,3.37,6.00
PT,0.70,9,642.22,636.97,2.204,19109,19109,0,100.0,636.97,63.58,129.85,1.43,34,5.79,100.8,147,172.3,201,11,31.00,2.82,3.33,37.00
PT,0.85,11,779.83,765.43,2.238,22963,22963,0,100.0,765.43,130.28,286.40,48.58,138,58.01,97.3,147,233.1,305,7,16.00,2.29,3.33,67.00
VT,0.75,8,688.09,691.83,2.623,20755,20755,0,100.0,691.83,61.69,98.90,0.83,32,4.97,97.3,146,138.0,138,7,16.00,2.29,3.33,46.00
PT,0.95,18,871.58,869.40,2.052,26082,26082,0,100.0,869.40,2285.97,5138.31,1801.74,2616,1940.04,95.1,146,2008.5,2790,7,34.00,4.86,3.33,72.00
PT,0.95,8,871.58,864.87,2.207,25946,25946,0,100.0,864.87,1820.01,4214.31,1420.14,2227,1526.93,97.0,145,1626.1,2400,5,23.00,4.60,3.30,91.00
PT,0.95,10,871.58,864.17,2.164,25925,25925,0,100.0,864.17,1516.34,3330.00,1187.99,1927,1263.28,100.4,147,1384.4,2090,5,17.00,3.40,3.33,80.00
PT,0.60,19,550.47,555.73,2.203,16672,16672,0,100.0,555.73,56.76,78.34,0.00,0,1.26,94.4,147,161.0,175,3,6.00,2.00,3.37,75.00
VT,0.30,7,275.24,276.17,1.696,8285,8285,0,100.0,276.17,54.74,63.54,0.00,0,0.07,100.7,147,138.0,138,2,3.00,1.50,3.37,95.00
VT,0.50,6,458.73,458.87,2.186,13766,13766,0,100.0,458.87,56.68,73.36,0.00,0,1.00,97.9,145,138.0,138,4,7.00,1.75,3.27,81.00
PT,0.30,13,275.24,275.80,1.667,8274,8274,0,100.0,275.80,54.85,64.62,0.00,0,0.10,97.7,147,150.5,157,8,10.00,1.25,3.33,76.00
PT,0.50,3,458.73,458.97,1.997,13769,13769,0,100.0,458.97,58.04,78.46,0.00,0,1.62,100.2,147,161.3,176,11,33.00,3.00,3.33,88.00
VT,0.30,15,275.24,276.20,1.739,8286,8286,0,100.0,276.20,55.62,65.87,0.00,0,0.31,99.6,147,138.0,138,2,5.00,2.50,3.33,96.00
VT,1.05,16,963.32,965.33,2.860,28960,28960,0,100.0,965.33,6021.65,12450.61,4572.01,7513,5760.29,117.9,158,138.0,138,21,124.00,5.90,3.70,74.00
VT,0.50,18,458.73,464.27,2.179,13928,13928,0,100.0,464.27,56.55,73.32,0.01,1,0.95,102.8,155,138.0,138,6,8.00,1.33,3.60,80.00
VT,0.65,20,596.34,595.93,2.464,17878,17878,0,100.0,595.93,59.34,84.32,0.26,14,2.88,102.2,153,138.0,138,9,27.00,3.00,3.53,93.00
PT,0.50,18,458.73,466.23,2.070,13987,13987,0,100.0,466.23,56.16,76.81,0.00,0,0.78,100.0,151,161.0,169,19,28.00,1.47,3.47,70.00
VT,1.05,10,963.32,969.97,2.797,29099,29099,0,100.0,969.97,5779.30,12338.91,4430.28,7307,5552.87,122.7,160,138.0,139,23,122.00,5.30,3.77,86.00
VT,0.50,17,458.73,460.03,2.255,13801,13801,0,100.0,460.03,56.31,73.06,0.00,0,0.83,100.8,143,138.7,139,6,16.00,2.67,3.20,101.00
PT,0.30,19,275.24,275.40,1.654,8262,8262,0,100.0,275.40,54.91,65.24,0.00,0,0.11,102.9,151,151.8,159,14,17.00,1.21,3.50,79.00
VT,0.60,12,550.47,551.80,2.406,16554,16554,0,100.0,551.80,56.92,78.83,0.09,8,1.34,102.3,147,138.8,139,9,18.00,2.00,3.40,101.00
VT,1.05,4,963.32,957.90,2.767,28737,28737,0,100.0,957.90,6179.83,12142.31,4622.27,7466,5867.46,114.0,153,138.2,139,27,139.00,5.15,3.57,56.00
VT,0.85,14,779.83,784.37,2.681,23531,23531,0,100.0,784.37,1655.35,3526.89,1193.92,1688,1255.66,103.2,149,138.0,138,15,43.00,2.87,3.40,52.00
VT,0.75,17,688.09,691.73,2.576,20752,20752,0,100.0,691.73,67.23,144.80,3.09,56,8.80,102.5,153,138.0,138,13,28.00,2.15,3.53,11.00
VT,0.30,16,275.24,270.97,1.744,8129,8129,0,100.0,270.97,54.80,62.68,0.00,0,0.08,100.6,151,138.0,138,4,9.00,2.25,3.47,86.00
VT,0.65,14,596.34,587.60,2.414,17628,17628,0,100.0,587.60,56.71,72.40,0.13,17,1.30,102.5,149,138.0,138,10,20.00,2.00,3.40,1.00
PT,0.60,17,550.47,548.00,2.194,16440,16440,0,100.0,548.00,54.95,59.16,0.00,0,0.24,94.6,147,165.0,177,19,34.00,1.79,3.33,75.00
VT,0.65,13,596.34,600.37,2.401,18011,18011,0,100.0,600.37,55.54,61.59,0.08,12,0.63,94.9,145,138.0,138,10,19.00,1.90,3.27,29.00
PT,0.65,11,596.34,603.10,2.214,18093,18093,0,100.0,603.10,55.22,62.24,0.03,2,0.44,100.4,147,166.9,182,16,30.00,1.88,3.33,73.00
PT,0.60,15,550.47,544.50,2.235,16335,16335,0,100.0,544.50,55.05,59.93,0.00,0,0.30,96.3,145,162.4,171,11,21.00,1.91,3.27,57.00
VT,0.75,9,688.09,689.23,2.566,20677,20677,0,100.0,689.23,56.35,67.08,0.01,2,1.28,97.6,145,138.0,138,7,16.00,2.29,3.27,33.00
VT,0.65,19,596.34,594.27,2.387,17828,17828,0,100.0,594.27,55.59,60.87,0.00,0,0.65,92.0,135,138.0,138,6,14.00,2.33,2.93,27.00
VT,0.65,10,596.34,596.93,2.319,17908,17908,0,100.0,596.93,55.49,66.46,0.01,1,0.59,102.0,145,138.0,138,6,13.00,2.17,3.27,27.00
PT,0.75,15,688.09,689.47,2.383,20684,20684,0,100.0,689.47,55.18,67.42,0.11,10,0.47,104.8,148,171.5,188,13,23.00,1.77,3.37,9.00
PT,0.30,4,275.24,281.00,1.702,8430,8430,0,100.0,281.00,54.61,65.60,0.00,0,0.03,101.0,147,148.8,164,8,15.00,1.88,3.33,38.00
VT,0.80,11,733.96,732.97,2.624,21989,21989,0,100.0,732.97,88.21,271.15,17.73,166,24.71,94.0,143,138.0,138,8,30.00,3.75,3.20,25.00
PT,0.70,4,642.22,649.90,2.282,19497,19497,0,100.0,649.90,57.78,85.05,0.27,13,2.13,90.2,144,173.4,199,13,26.00,2.00,3.23,29.00
PT,0.30,20,275.24,282.20,1.661,8466,8466,0,100.0,282.20,54.55,66.42,0.00,0,0.02,96.0,147,149.0,157,7,15.00,2.14,3.33,36.00
PT,0.75,8,688.09,682.80,2.138,20484,20484,0,100.0,682.80,63.89,157.86,2.59,54,6.42,101.6,147,179.8,222,12,22.00,1.83,3.33,83.00
PT,1.05,7,963.32,963.50,2.078,28905,28905,0,100.0,963.50,3551.13,7875.62,2893.96,4596,3369.00,100.7,144,3113.3,4776,8,38.00,4.75,3.23,41.00
VT,0.85,19,779.83,781.67,2.717,23450,23450,0,100.0,781.67,1302.06,2392.49,898.57,1684,975.18,100.3,148,138.0,138,9,57.00,6.33,3.40,65.00
VT,0.95,5,871.58,865.97,2.716,25979,25979,0,100.0,865.97,2304.43,4826.02,1711.25,3068,1948.37,99.1,141,138.0,138,11,66.00,6.00,3.17,64.00
VT,0.60,16,550.47,551.07,2.365,16532,16532,0,100.0,551.07,56.09,75.91,0.00,0,0.88,94.9,144,138.0,138,6,17.00,2.83,3.27,24.00
PT,0.30,14,275.24,277.93,1.693,8338,8338,0,100.0,277.93,55.12,66.48,0.00,0,0.17,96.0,145,150.9,162,10,13.00,1.30,3.30,45.00
VT,0.85,8,779.83,781.53,2.650,23446,23446,0,100.0,781.53,958.25,2329.25,640.90,1490,706.31,98.1,146,138.0,138,9,32.00,3.56,3.33,62.00
