Mode,Rho_Target,Rep,Lambda_Target_rps,Lambda_Achieved_rps,InterArrival_CV,Dispatched,Completed,Rejected,Success_Pct,Throughput_rps,Mean_Latency_ms,P99_ms,Nq_Hikari_Mean,Nq_Hikari_Max,Little_Nq_Check,Heap_Mean_MB,Heap_Max_MB,Threads_Mean,Threads_Max,GC_Collections,GC_Pause_Total_ms,GC_Pause_Mean_ms,Alloc_Rate_MB_s,Heap_Delta_MB
PT,0.75,9,565.70,563.47,2.144,16904,16904,0,100.0,563.47,64.76,99.23,0.47,24,0.00,115.7,165,172.2,194,18,56.00,3.11,3.67,56.00
VT,0.60,18,452.56,449.03,2.196,13471,13471,0,100.0,449.03,58.63,83.07,0.01,1,0.00,119.6,162,138.0,138,13,28.00,2.15,3.57,6.00
VT,0.70,10,527.99,534.40,2.305,16032,16032,0,100.0,534.40,64.39,96.46,0.20,12,0.00,102.3,151,138.0,138,15,57.00,3.80,3.20,68.00
VT,0.50,15,377.14,376.43,1.991,11293,11293,0,100.0,376.43,57.12,78.13,0.00,0,0.00,114.8,166,138.0,138,10,15.00,1.50,3.70,109.00
PT,0.80,12,603.42,598.03,2.145,17941,17941,0,100.0,598.03,66.19,103.67,0.77,20,0.00,103.4,166,176.2,199,20,55.00,2.75,3.70,32.00
VT,0.85,5,641.13,640.70,2.505,19221,19221,0,100.0,640.70,109.15,490.11,26.97,274,27.46,108.3,160,138.0,138,18,50.00,2.78,3.50,106.00
VT,0.75,19,565.70,557.13,2.450,16714,16714,0,100.0,557.13,60.26,89.49,0.10,6,0.00,111.6,164,138.0,138,16,38.00,2.38,3.63,34.00
VT,1.05,5,791.98,786.23,2.623,23587,23587,0,100.0,786.23,166.50,543.93,79.01,390,78.79,110.9,165,138.0,138,24,69.00,2.88,3.67,19.00
PT,0.80,7,603.42,605.97,2.139,18179,18179,0,100.0,605.97,67.28,122.00,1.12,24,0.60,109.1,166,176.6,211,19,45.00,2.37,3.70,56.00
VT,1.05,13,791.98,790.60,2.645,23718,23718,0,100.0,790.60,339.40,995.88,209.70,710,215.92,108.7,163,138.0,138,25,88.00,3.52,3.60,20.00
PT,0.85,18,641.13,644.27,2.186,19328,19328,0,100.0,644.27,66.77,116.09,1.92,55,0.31,118.6,161,177.0,201,21,59.00,2.81,3.53,80.00
VT,0.85,18,641.13,638.07,2.472,19142,19142,0,100.0,638.07,99.82,366.26,19.10,195,21.40,110.4,167,139.0,139,19,63.00,3.32,3.73,81.00
VT,0.60,7,452.56,453.20,2.209,13596,13596,0,100.0,453.20,59.63,87.14,0.00,0,0.00,107.6,157,138.8,139,13,35.00,2.69,3.43,53.00
PT,0.65,12,490.28,488.50,2.065,14655,14655,0,100.0,488.50,62.43,90.73,0.11,9,0.00,112.9,149,165.7,186,18,49.00,2.72,3.13,52.00
VT,0.80,17,603.42,598.70,2.461,17961,17961,0,100.0,598.70,72.46,215.91,3.66,76,3.70,110.7,166,138.0,138,17,56.00,3.29,3.70,78.00
PT,0.75,3,565.70,566.30,2.127,16989,16989,0,100.0,566.30,65.38,102.17,0.72,19,0.00,121.8,169,173.8,207,20,45.00,2.25,3.80,6.00
VT,0.85,6,641.13,640.90,2.504,19227,19227,0,100.0,640.90,65.81,99.25,1.01,20,0.00,109.1,163,138.0,138,18,61.00,3.39,3.60,90.00
VT,0.85,10,641.13,648.93,2.460,19468,19468,0,100.0,648.93,86.99,276.13,12.31,148,13.44,113.0,166,138.0,138,19,63.00,3.32,3.70,44.00
VT,1.05,17,791.98,782.30,2.679,23469,23469,0,100.0,782.30,371.03,898.35,226.98,620,238.40,106.7,167,138.0,138,24,71.00,2.96,3.73,64.00
VT,0.95,6,716.56,708.67,2.542,21260,21260,0,100.0,708.67,103.15,376.41,25.63,204,26.12,118.2,169,138.0,138,21,70.00,3.33,3.80,66.00
PT,0.85,3,641.13,641.43,2.236,19243,19243,0,100.0,641.43,66.33,132.57,1.06,64,0.03,117.8,156,175.7,200,20,52.00,2.60,3.37,108.00
PT,1.05,16,791.98,790.13,2.379,23704,23704,0,100.0,790.13,86.86,202.70,18.54,120,16.25,105.1,161,202.6,306,22,53.00,2.41,3.53,16.00
VT,0.75,18,565.70,562.27,2.436,16868,16868,0,100.0,562.27,63.68,103.04,0.32,23,0.00,113.7,167,138.9,139,16,38.00,2.38,3.73,52.00
PT,0.80,16,603.42,603.43,2.087,18103,18103,0,100.0,603.43,67.94,142.34,2.07,32,1.00,122.4,165,176.7,226,19,46.00,2.42,3.67,100.00
PT,0.95,5,716.56,716.57,2.286,21497,21497,0,100.0,716.57,70.11,147.74,4.42,68,2.74,112.2,163,187.0,258,21,54.00,2.57,3.60,108.00
PT,0.85,13,641.13,643.70,2.242,19311,19311,0,100.0,643.70,70.39,163.23,3.29,72,2.64,119.5,167,174.8,242,19,46.00,2.42,3.73,98.00
VT,0.50,9,377.14,377.33,1.944,11320,11320,0,100.0,377.33,57.70,80.07,0.01,1,0.00,112.4,166,138.0,138,10,15.00,1.50,3.70,104.00
VT,0.50,5,377.14,372.97,2.015,11189,11189,0,100.0,372.97,57.08,76.08,0.00,0,0.00,111.6,162,138.0,138,10,18.00,1.80,3.57,94.00
VT,0.70,13,527.99,522.97,2.387,15689,15689,0,100.0,522.97,58.23,87.95,0.01,1,0.00,109.5,166,138.0,138,15,28.00,1.87,3.70,32.00
PT,0.50,9,377.14,388.47,1.893,11654,11654,0,100.0,388.47,58.27,82.68,0.00,0,0.00,111.5,168,159.0,167,11,17.00,1.55,3.77,50.00
PT,0.80,3,603.42,605.87,2.174,18176,18176,0,100.0,605.87,64.15,92.23,0.18,11,0.00,121.4,169,174.0,189,20,57.00,2.85,3.80,58.00
PT,0.50,13,377.14,376.77,1.883,11303,11303,0,100.0,376.77,58.14,83.14,0.00,0,0.00,107.2,166,154.0,172,12,19.00,1.58,3.70,55.00
VT,0.85,3,641.13,638.90,2.471,19167,19167,0,100.0,638.90,76.98,233.87,6.26,92,6.83,111.0,164,138.8,139,18,47.00,2.61,3.63,105.00
PT,0.30,8,226.28,227.30,1.544,6819,6819,0,100.0,227.30,56.32,69.10,0.00,0,0.00,108.3,158,147.3,155,8,13.00,1.63,3.43,23.00
PT,0.60,7,452.56,450.87,2.027,13526,13526,0,100.0,450.87,61.12,87.65,0.00,0,0.00,114.6,164,161.8,176,14,34.00,2.43,3.63,96.00
PT,0.80,20,603.42,607.93,2.142,18238,18238,0,100.0,607.93,71.83,191.96,3.88,67,3.37,111.1,164,174.1,237,19,49.00,2.58,3.63,12.00
VT,0.75,10,565.70,561.90,2.407,16857,16857,0,100.0,561.90,61.66,91.84,0.21,11,0.00,110.2,163,138.0,138,16,43.00,2.69,3.60,48.00
PT,0.75,1,565.70,570.27,2.171,17108,17108,0,100.0,570.27,63.84,97.44,0.21,12,0.00,118.7,160,172.9,196,20,39.00,1.95,3.50,64.00
VT,0.60,9,452.56,456.07,2.341,13682,13682,0,100.0,456.07,78.08,354.09,6.14,140,5.38,110.3,158,138.0,138,13,29.00,2.23,3.43,38.00
VT,0.75,3,565.70,563.30,2.421,16899,16899,0,100.0,563.30,63.64,96.81,0.37,23,0.00,111.5,165,138.0,138,16,39.00,2.44,3.67,52.00
PT,0.60,11,452.56,447.20,2.095,13416,13416,0,100.0,447.20,57.62,81.04,0.00,0,0.00,106.9,166,161.3,178,14,25.00,1.79,3.70,76.00
VT,0.50,2,377.14,379.63,2.001,11389,11389,0,100.0,379.63,56.55,72.78,0.00,0,0.00,107.5,158,138.0,138,11,30.00,2.73,3.43,12.00
VT,1.05,6,791.98,790.43,2.633,23713,23713,0,100.0,790.43,1039.37,2262.73,780.97,1542,769.15,110.9,160,138.7,139,28,90.00,3.21,3.50,26.00
VT,1.05,9,791.98,797.60,2.698,23928,23928,0,100.0,797.60,260.22,793.46,160.95,598,154.68,100.7,147,139.0,139,25,74.00,2.96,3.07,5.00
PT,1.05,2,791.98,792.03,2.329,23761,23761,0,100.0,792.03,89.31,220.82,20.41,137,18.23,110.3,157,206.2,291,22,48.00,2.18,3.40,8.00
VT,0.75,20,565.70,568.50,2.364,17055,17055,0,100.0,568.50,59.94,91.75,0.12,4,0.00,110.4,167,138.0,138,16,41.00,2.56,3.73,66.00
VT,0.80,7,603.42,602.77,2.429,18083,18083,0,100.0,602.77,77.76,254.55,6.31,98,6.92,110.7,164,138.0,138,17,55.00,3.24,3.63,96.00
PT,0.95,11,716.56,709.10,2.427,21273,21273,0,100.0,709.10,323.02,904.74,186.15,623,182.05,119.4,166,384.6,797,18,45.00,2.50,3.70,84.00
PT,0.85,15,641.13,635.30,2.110,19059,19059,0,100.0,635.30,70.87,209.53,4.69,114,2.91,112.5,169,178.9,249,18,48.00,2.67,3.80,94.00
PT,0.60,13,452.56,448.70,1.897,13461,13461,0,100.0,448.70,71.82,254.73,3.12,95,2.48,114.6,168,169.6,271,16,37.00,2.31,3.77,52.00
PT,1.05,9,791.98,795.10,2.892,23853,23853,0,100.0,795.10,311.63,1056.20,197.05,769,195.07,109.9,165,391.8,930,21,59.00,2.81,3.67,22.00
PT,1.05,13,791.98,799.80,2.350,23994,23994,0,100.0,799.80,500.14,1485.76,344.82,955,346.99,117.2,160,535.7,1138,21,58.00,2.76,3.50,85.00
VT,0.80,9,603.42,604.13,2.460,18124,18124,0,100.0,604.13,65.02,109.32,0.91,26,0.00,109.8,165,138.0,138,17,40.00,2.35,3.67,66.00
VT,0.85,2,641.13,641.60,2.522,19248,19248,0,100.0,641.60,121.78,474.59,34.39,270,35.61,100.3,166,138.7,139,19,55.00,2.89,3.70,47.00
VT,0.65,3,490.28,492.23,2.321,14767,14767,0,100.0,492.23,60.97,92.18,0.03,4,0.00,115.6,165,139.0,139,15,37.00,2.47,3.67,23.00
VT,0.95,1,716.56,713.53,2.640,21406,21406,0,100.0,713.53,138.98,458.46,48.74,294,51.86,113.8,162,138.7,139,22,99.00,4.50,3.60,61.00
VT,0.60,15,452.56,453.60,2.242,13608,13608,0,100.0,453.60,57.33,78.16,0.01,1,0.00,118.8,161,138.2,139,13,23.00,1.77,3.53,20.00
PT,1.05,5,791.98,792.10,2.346,23763,23763,0,100.0,792.10,80.93,160.56,13.79,79,11.60,110.7,164,194.3,246,22,60.00,2.73,3.63,68.00
PT,0.95,9,716.56,712.60,2.204,21378,21378,0,100.0,712.60,71.60,203.33,5.58,115,3.79,105.7,165,186.6,253,20,57.00,2.85,3.67,96.00
PT,0.50,11,377.14,377.70,1.968,11331,11331,0,100.0,377.70,56.58,76.24,0.00,0,0.00,107.4,168,153.0,163,10,14.00,1.40,3.77,105.00
PT,0.95,19,716.56,717.90,2.280,21537,21537,0,100.0,717.90,112.97,468.60,34.17,309,33.51,115.7,166,211.0,453,20,52.00,2.60,3.70,76.00
VT,0.65,16,490.28,494.40,2.297,14832,14832,0,100.0,494.40,59.99,86.95,0.01,1,0.00,109.8,165,138.0,138,14,24.00,1.71,3.67,62.00
VT,1.05,14,791.98,790.73,2.734,23722,23722,0,100.0,790.73,340.32,1282.78,199.10,910,216.69,107.6,161,138.0,138,24,71.00,2.96,3.53,98.00
VT,1.05,8,791.98,794.93,2.646,23848,23848,0,100.0,794.93,165.80,739.83,88.62,610,79.11,106.4,156,138.0,138,25,66.00,2.64,3.37,31.00
VT,0.65,9,490.28,497.93,2.294,14938,14938,0,100.0,497.93,57.92,80.41,0.05,7,0.00,113.9,169,138.0,138,14,26.00,1.86,3.80,36.00
VT,0.85,17,641.13,646.67,2.524,19400,19400,0,100.0,646.67,74.94,180.34,5.30,89,5.59,117.6,169,138.0,138,19,66.00,3.47,3.80,27.00
PT,0.60,14,452.56,453.20,2.079,13596,13596,0,100.0,453.20,59.43,86.99,0.01,1,0.00,115.2,166,160.9,181,15,33.00,2.20,3.70,114.00
PT,0.95,3,716.56,715.60,2.211,21468,21468,0,100.0,715.60,67.65,137.34,3.79,57,0.98,108.9,160,179.1,211,21,41.00,1.95,3.50,58.00
PT,0.60,8,452.56,448.83,2.037,13465,13465,0,100.0,448.83,58.09,83.45,0.00,0,0.00,104.2,143,158.8,173,19,34.00,1.79,2.93,50.00
VT,0.80,14,603.42,604.93,2.420,18148,18148,0,100.0,604.93,70.89,202.22,3.14,63,2.78,111.3,166,138.0,138,17,52.00,3.06,3.70,92.00
VT,1.05,15,791.98,792.27,2.703,23768,23768,0,100.0,792.27,1488.55,3310.95,1075.60,1795,1126.81,115.6,160,138.0,138,26,94.00,3.62,3.50,105.00
VT,1.05,20,791.98,793.03,2.589,23791,23791,0,100.0,793.03,140.96,360.17,61.08,244,59.22,114.8,163,138.0,138,24,62.00,2.58,3.60,85.00
VT,0.70,14,527.99,530.13,2.335,15904,15904,0,100.0,530.13,59.14,84.95,0.02,3,0.00,110.8,163,138.0,138,15,28.00,1.87,3.60,44.00
PT,0.75,16,565.70,573.30,2.131,17199,17199,0,100.0,573.30,64.40,96.43,0.21,11,0.00,122.0,165,168.5,190,19,46.00,2.42,3.67,52.00
VT,0.95,17,716.56,719.63,2.614,21589,21589,0,100.0,719.63,241.49,888.37,123.53,616,126.08,107.4,162,138.0,138,22,65.00,2.95,3.57,27.00
VT,0.30,11,226.28,227.47,1.591,6824,6824,0,100.0,227.47,56.26,67.23,0.00,0,0.00,113.3,164,138.0,138,6,10.00,1.67,3.63,71.00
VT,0.75,14,565.70,561.93,2.459,16858,16858,0,100.0,561.93,60.26,88.83,0.10,10,0.00,111.4,165,138.0,138,16,31.00,1.94,3.67,42.00
PT,0.50,17,377.14,383.03,1.905,11491,11491,0,100.0,383.03,57.77,80.69,0.00,0,0.00,109.4,158,157.6,167,12,23.00,1.92,3.43,14.00
PT,0.30,1,226.28,226.30,1.557,6789,6789,0,100.0,226.30,56.29,68.62,0.00,0,0.00,114.3,166,147.3,155,8,12.00,1.50,3.70,3.00
VT,0.70,5,527.99,528.33,2.405,15850,15850,0,100.0,528.33,58.39,85.73,0.07,6,0.00,112.2,167,138.0,138,15,32.00,2.13,3.73,46.00
VT,0.80,5,603.42,603.33,2.498,18100,18100,0,100.0,603.33,63.37,97.31,0.14,7,0.00,112.2,165,138.0,138,17,49.00,2.88,3.67,86.00
VT,1.05,19,791.98,790.40,2.739,23712,23712,0,100.0,790.40,713.51,1400.18,503.84,898,511.57,112.4,159,138.0,138,25,81.00,3.24,3.47,50.00
PT,0.85,7,641.13,641.27,2.129,19238,19238,0,100.0,641.27,70.56,170.79,4.03,80,2.74,106.8,165,179.2,230,22,48.00,2.18,3.67,20.00
PT,0.85,8,641.13,644.67,2.132,19340,19340,0,100.0,644.67,67.00,134.27,1.98,33,0.46,106.2,158,176.6,201,21,46.00,2.19,3.43,36.00
VT,0.85,13,641.13,639.07,2.551,19172,19172,0,100.0,639.07,73.50,211.82,4.69,92,4.61,96.6,167,138.0,138,19,52.00,2.74,3.73,12.00
VT,0.60,10,452.56,445.10,2.186,13353,13353,0,100.0,445.10,58.88,83.91,0.00,0,0.00,124.6,166,138.0,138,13,25.00,1.92,3.70,8.00
PT,0.95,16,716.56,719.23,2.283,21577,21577,0,100.0,719.23,76.62,186.67,8.88,107,7.43,102.7,165,188.4,244,22,55.00,2.50,3.67,40.00
PT,0.80,6,603.42,601.40,2.189,18042,18042,0,100.0,601.40,64.64,96.09,0.43,19,0.00,100.6,158,175.3,197,20,42.00,2.10,3.43,84.00
PT,0.75,4,565.70,561.37,2.102,16841,16841,0,100.0,561.37,64.53,103.29,0.35,16,0.00,110.8,167,169.9,211,19,49.00,2.58,3.73,40.00
VT,0.50,4,377.14,373.43,1.969,11203,11203,0,100.0,373.43,61.11,125.18,0.03,4,0.00,112.1,164,138.0,138,10,26.00,2.60,3.63,98.00
PT,0.75,7,565.70,568.10,2.108,17043,17043,0,100.0,568.10,62.13,91.04,0.22,7,0.00,113.3,158,172.3,195,19,43.00,2.26,3.43,52.00
PT,0.60,16,452.56,449.07,2.409,13472,13472,0,100.0,449.07,238.87,3395.76,21.37,349,77.50,110.2,158,207.0,831,15,37.00,2.47,3.43,76.00
VT,0.50,12,377.14,379.40,2.034,11382,11382,0,100.0,379.40,58.26,81.04,0.00,0,0.00,111.3,166,138.0,138,11,28.00,2.55,3.70,4.00
PT,1.05,8,791.98,793.60,2.189,23808,23808,0,100.0,793.60,423.74,1389.49,283.08,725,283.67,107.9,165,485.5,914,22,62.00,2.82,3.67,39.00
PT,1.05,14,791.98,784.37,2.159,23531,23531,0,100.0,784.37,88.59,225.97,19.75,130,17.49,109.4,153,201.4,300,20,54.00,2.70,3.27,95.00
PT,0.75,6,565.70,568.00,3.679,17040,17040,0,100.0,568.00,287.76,1573.29,127.71,1140,125.79,109.4,166,327.5,1285,18,48.00,2.67,3.70,53.00
VT,0.30,10,226.28,223.47,1.542,6704,6704,0,100.0,223.47,57.33,108.64,0.37,54,0.00,117.8,167,138.6,139,6,11.00,1.83,3.73,62.00
PT,0.80,18,603.42,600.63,2.130,18019,18019,0,100.0,600.63,64.69,104.81,0.95,22,0.00,118.0,161,177.6,201,20,91.00,4.55,3.60,54.00
PT,0.65,4,490.28,488.00,2.039,14640,14640,0,100.0,488.00,61.84,88.53,0.01,1,0.00,117.4,163,165.6,188,19,43.00,2.26,3.60,74.00
PT,0.30,7,226.28,224.43,1.531,6733,6733,0,100.0,224.43,56.13,71.69,0.00,0,0.00,111.1,167,145.9,157,7,8.00,1.14,3.73,15.00
PT,0.70,14,527.99,529.20,2.064,15876,15876,0,100.0,529.20,64.95,96.50,0.23,19,0.00,125.1,168,165.7,199,18,48.00,2.67,3.77,114.00
VT,0.70,6,527.99,530.07,2.333,15902,15902,0,100.0,530.07,61.63,90.78,0.12,11,0.00,112.6,164,138.6,139,15,32.00,2.13,3.63,54.00
VT,0.95,4,716.56,719.73,2.643,21592,21592,0,100.0,719.73,171.33,797.32,64.84,443,75.60,109.5,158,139.0,139,21,72.00,3.43,3.43,102.00
VT,0.75,6,565.70,569.87,2.342,17096,17096,0,100.0,569.87,63.58,96.29,0.18,8,0.00,110.0,167,138.3,139,16,39.00,2.44,3.73,76.00
PT,0.65,2,490.28,486.60,1.995,14598,14598,0,100.0,486.60,64.88,92.60,0.06,8,0.00,118.4,167,168.2,187,17,51.00,3.00,3.73,34.00
VT,0.70,4,527.99,523.33,2.390,15700,15700,0,100.0,523.33,59.73,89.07,0.05,6,0.00,105.0,156,138.0,138,15,33.00,2.20,3.37,22.00
VT,0.50,1,377.14,378.83,2.039,11365,11365,0,100.0,378.83,57.44,75.83,0.01,2,0.00,115.0,164,138.0,138,11,26.00,2.36,3.63,4.00
PT,0.50,1,377.14,381.30,1.928,11439,11439,0,100.0,381.30,69.58,360.03,2.86,183,1.25,114.7,166,165.7,372,11,20.00,1.82,3.70,38.00
VT,0.70,19,527.99,524.90,2.343,15747,15747,0,100.0,524.90,60.02,87.15,0.00,0,0.00,113.2,166,138.0,138,15,44.00,2.93,3.70,36.00
PT,0.50,12,377.14,380.57,1.957,11417,11417,0,100.0,380.57,56.95,78.17,0.00,0,0.00,110.2,164,158.3,168,11,17.00,1.55,3.63,29.00
VT,0.75,13,565.70,562.70,2.392,16881,16881,0,100.0,562.70,63.57,127.29,0.39,26,0.00,112.1,165,138.0,138,16,53.00,3.31,3.67,48.00
VT,0.60,6,452.56,459.57,2.231,13787,13787,0,100.0,459.57,57.52,80.59,0.01,1,0.00,118.8,167,138.0,138,13,26.00,2.00,3.73,30.00
PT,0.60,18,452.56,454.77,2.071,13643,13643,0,100.0,454.77,59.87,87.43,0.00,0,0.00,103.1,160,162.3,182,15,30.00,2.00,3.50,62.00
PT,0.70,9,527.99,533.47,2.120,16004,16004,0,100.0,533.47,62.39,89.83,0.15,10,0.00,120.3,169,168.4,184,18,47.00,2.61,3.80,72.00
PT,0.85,11,641.13,635.87,2.059,19076,19076,0,100.0,635.87,64.44,112.74,1.18,42,0.00,113.9,162,173.6,195,20,43.00,2.15,3.57,52.00
VT,0.75,8,565.70,560.13,2.365,16804,16804,0,100.0,560.13,60.64,102.11,0.48,18,0.00,109.1,164,138.0,138,16,46.00,2.88,3.63,30.00
PT,0.95,18,716.56,704.80,2.264,21144,21144,0,100.0,704.80,85.01,282.75,13.52,142,13.19,106.7,157,201.3,335,22,61.00,2.77,3.40,60.00
PT,0.95,8,716.56,713.30,2.305,21399,21399,0,100.0,713.30,78.90,201.38,9.84,95,9.00,107.8,158,189.4,252,21,58.00,2.76,3.43,70.00
PT,0.95,10,716.56,722.43,2.246,21673,21673,0,100.0,722.43,79.65,203.22,10.88,101,9.65,103.9,166,191.9,285,21,48.00,2.29,3.70,66.00
PT,0.60,19,452.56,458.53,2.078,13756,13756,0,100.0,458.53,59.57,86.23,0.00,0,0.00,104.7,163,157.1,180,17,37.00,2.18,3.60,18.00
VT,0.30,7,226.28,224.93,1.557,6748,6748,0,100.0,224.93,56.03,68.47,0.00,0,0.00,112.9,162,138.0,138,6,10.00,1.67,3.57,63.00
VT,0.50,6,377.14,378.70,2.061,11361,11361,0,100.0,378.70,56.86,75.25,0.00,0,0.00,114.7,166,138.0,138,10,24.00,2.40,3.70,106.00
PT,0.30,13,226.28,225.97,1.534,6779,6779,0,100.0,225.97,56.98,72.48,0.00,0,0.00,113.9,164,148.3,158,8,18.00,2.25,3.63,29.00
PT,0.50,3,377.14,377.67,1.910,11330,11330,0,100.0,377.67,57.96,80.93,0.00,0,0.00,121.1,168,156.7,170,10,14.00,1.40,3.77,107.00
VT,0.30,15,226.28,228.07,1.534,6842,6842,0,100.0,228.07,56.02,67.40,0.00,0,0.00,115.0,166,138.0,138,6,10.00,1.67,3.70,69.00
VT,1.05,16,791.98,792.73,2.780,23782,23782,0,100.0,792.73,1170.98,2220.57,871.99,1397,875.72,112.0,160,138.0,138,25,84.00,3.36,3.50,58.00
VT,0.50,18,377.14,375.70,2.057,11271,11271,0,100.0,375.70,56.48,71.20,0.00,0,0.00,114.1,166,138.0,138,10,17.00,1.70,3.70,111.00
VT,0.65,20,490.28,496.10,2.302,14883,14883,0,100.0,496.10,63.95,160.31,0.54,56,0.00,114.4,166,138.0,138,14,40.00,2.86,3.70,44.00
PT,0.50,18,377.14,382.43,1.933,11473,11473,0,100.0,382.43,57.35,77.83,0.00,0,0.00,108.2,166,156.6,168,11,19.00,1.73,3.70,67.00
VT,1.05,10,791.98,796.07,2.597,23882,23882,0,100.0,796.07,284.95,948.34,165.67,683,174.07,115.4,166,138.0,138,24,77.00,3.21,3.70,47.00
VT,0.50,17,377.14,372.63,1.986,11179,11179,0,100.0,372.63,58.56,83.14,0.02,1,0.00,114.1,166,138.0,138,10,22.00,2.20,3.70,95.00
PT,0.30,19,226.28,230.97,1.534,6929,6929,0,100.0,230.97,55.65,65.08,0.00,0,0.00,111.2,166,148.7,158,8,13.00,1.63,3.70,21.00
VT,0.60,12,452.56,457.63,2.231,13729,13729,0,100.0,457.63,58.46,85.55,0.01,1,0.00,108.1,166,138.0,138,13,32.00,2.46,3.70,32.00
VT,1.05,4,791.98,783.23,2.715,23497,23497,0,100.0,783.23,145.90,382.64,62.48,254,62.35,105.7,163,138.0,138,23,55.00,2.39,3.60,95.00
VT,0.85,14,641.13,636.17,2.401,19085,19085,0,100.0,636.17,68.41,166.29,2.52,72,1.35,118.9,167,138.0,138,18,56.00,3.11,3.73,88.00
VT,0.75,17,565.70,566.47,2.468,16994,16994,0,100.0,566.47,58.34,81.02,0.09,12,0.00,113.2,164,138.0,138,16,42.00,2.63,3.63,58.00
VT,0.30,16,226.28,224.03,1.550,6721,6721,0,100.0,224.03,56.42,69.30,0.00,0,0.00,108.9,164,138.0,138,6,9.00,1.50,3.63,67.00
VT,0.65,14,490.28,483.20,2.276,14496,14496,0,100.0,483.20,56.40,61.30,0.00,0,0.00,112.2,164,138.0,138,14,22.00,1.57,3.63,16.00
PT,0.60,17,452.56,448.27,2.006,13448,13448,0,100.0,448.27,58.75,86.64,0.01,1,0.00,121.4,166,161.5,170,14,24.00,1.71,3.70,106.00
VT,0.65,13,490.28,485.37,2.189,14561,14561,0,100.0,485.37,62.72,91.18,0.00,0,0.00,113.1,164,138.9,139,14,52.00,3.71,3.63,59.00
PT,0.65,11,490.28,488.90,2.093,14667,14667,0,100.0,488.90,61.39,87.97,0.00,0,0.00,113.9,164,164.9,175,17,48.00,2.82,3.67,98.00
PT,0.60,15,452.56,455.47,2.039,13664,13664,0,100.0,455.47,61.27,91.72,0.03,2,0.00,107.9,162,162.4,190,15,26.00,1.73,3.57,22.00
VT,0.75,9,565.70,564.90,2.461,16947,16947,0,100.0,564.90,60.99,90.88,0.03,4,0.00,113.2,167,138.0,138,16,31.00,1.94,3.73,52.00
VT,0.65,19,490.28,488.43,2.258,14653,14653,0,100.0,488.43,61.23,88.78,0.01,1,0.00,111.8,167,138.0,138,14,33.00,2.36,3.73,34.00
VT,0.65,10,490.28,487.60,2.249,14628,14628,0,100.0,487.60,61.62,94.00,0.01,1,0.00,113.3,166,138.0,138,14,29.00,2.07,3.70,20.00
PT,0.75,15,565.70,563.43,2.150,16903,16903,0,100.0,563.43,70.33,262.35,3.45,151,2.28,125.1,166,173.1,272,17,43.00,2.53,3.70,88.00
PT,0.30,4,226.28,230.30,1.562,6909,6909,0,100.0,230.30,56.14,67.06,0.00,0,0.00,114.4,168,146.8,155,7,14.00,2.00,3.77,11.00
VT,0.80,11,603.42,599.30,2.408,17979,17979,0,100.0,599.30,63.13,109.78,0.41,24,0.00,112.6,164,138.0,138,17,46.00,2.71,3.63,74.00
PT,0.70,4,527.99,534.43,2.123,16033,16033,0,100.0,534.43,63.45,93.25,0.20,10,0.00,109.9,164,170.0,198,18,60.00,3.33,3.63,8.00
PT,0.30,20,226.28,222.90,1.558,6687,6687,0,100.0,222.90,55.65,65.92,0.00,0,0.00,112.0,164,146.3,152,7,9.00,1.29,3.63,5.00
PT,0.75,8,565.70,568.00,2.138,17040,17040,0,100.0,568.00,64.11,95.40,0.29,19,0.00,120.4,168,171.2,207,19,40.00,2.11,3.77,46.00
PT,1.05,7,791.98,795.37,2.267,23861,23861,0,100.0,795.37,75.17,168.83,10.25,89,7.06,106.9,161,188.9,248,23,54.00,2.35,3.53,4.00
VT,0.85,19,641.13,635.37,2.538,19061,19061,0,100.0,635.37,89.02,282.21,12.88,131,14.44,117.9,165,138.0,138,19,56.00,2.95,3.67,4.00
VT,0.95,5,716.56,709.67,2.625,21290,21290,0,100.0,709.67,151.08,414.07,55.62,257,60.18,116.1,167,138.0,138,21,63.00,3.00,3.73,67.00
VT,0.60,16,452.56,451.30,2.232,13539,13539,0,100.0,451.30,58.07,83.51,0.00,0,0.00,108.3,150,138.0,138,13,33.00,2.54,3.17,6.00
PT,0.30,14,226.28,226.47,1.527,6794,6794,0,100.0,226.47,55.99,65.99,0.00,0,0.00,110.0,168,148.5,156,8,10.00,1.25,3.77,97.00
VT,0.85,8,641.13,645.03,2.522,19351,19351,0,100.0,645.03,80.45,250.70,9.28,101,9.13,114.7,164,138.0,138,19,52.00,2.74,3.63,18.00
PT,0.80,5,603.42,595.87,2.151,17876,17876,0,100.0,595.87,65.52,124.76,1.21,21,0.00,105.1,164,176.8,206,21,57.00,2.71,3.63,34.00
VT,0.95,14,716.56,713.97,2.600,21419,21419,0,100.0,713.97,137.11,517.80,49.02,319,50.56,108.2,155,138.0,138,21,70.00,3.33,3.33,77.00
VT,0.70,12,527.99,526.17,2.313,15785,15785,0,100.0,526.17,60.43,91.10,0.03,4,0.00,109.2,163,138.0,138,15,29.00,1.93,3.60,30.00
PT,0.80,10,603.42,609.67,2.162,18290,18290,0,100.0,609.67,67.84,136.04,1.29,39,0.94,117.2,167,174.3,190,20,56.00,2.80,3.73,86.00
