Mode,Rho_Target,Rep,Lambda_Target_rps,Lambda_Achieved_rps,InterArrival_CV,Dispatched,Completed,Rejected,Success_Pct,Throughput_rps,Mean_Latency_ms,P99_ms,Nq_Semaphore_Mean,Nq_Semaphore_Max,Little_Nq_Check,Heap_Mean_MB,Heap_Max_MB,Threads_Mean,Threads_Max,GC_Collections,GC_Pause_Total_ms,GC_Pause_Mean_ms,Alloc_Rate_MB_s,Heap_Delta_MB
VT,0.50,15,404.73,405.53,1.989,12166,12166,0,100.0,405.53,62.49,71.98,0.00,0,0.29,116.2,174,133.0,133,14,100,7.14,4.00,88.00
PT,0.80,12,647.57,647.10,2.037,19413,19413,0,100.0,647.10,64.12,96.60,1.28,20,1.52,119.8,173,178.9,199,23,206,8.96,3.97,112.00
VT,0.85,5,688.04,685.60,2.417,20568,20568,0,100.0,685.60,64.21,88.23,1.08,18,1.68,110.1,174,133.0,133,25,229,9.16,4.00,75.00
VT,0.75,19,607.09,610.60,2.357,18318,18318,0,100.0,610.60,63.44,81.62,0.20,8,1.02,116.1,170,133.0,133,22,205,9.32,3.87,84.00
VT,1.05,5,849.93,850.47,2.894,25514,25514,0,100.0,850.47,1973.18,2943.05,1528.36,2281,1625.59,116.4,167,133.0,133,35,285,8.14,3.77,106.00
PT,0.80,7,647.57,643.87,2.036,19316,19316,0,100.0,643.87,63.51,96.34,1.14,35,1.12,116.9,171,177.9,192,23,190,8.26,3.90,119.00
VT,1.05,13,849.93,848.27,2.864,25448,25448,0,100.0,848.27,1770.50,2543.33,1370.05,2001,1449.46,127.4,185,133.0,133,30,269,8.97,4.37,137.00
PT,0.85,18,688.04,691.90,2.172,20757,20757,0,100.0,691.90,67.57,111.07,2.52,28,4.02,129.8,180,181.7,200,26,222,8.54,4.20,116.00
VT,0.85,18,688.04,683.83,2.476,20515,20515,0,100.0,683.83,65.21,87.38,1.18,19,2.35,118.4,169,133.1,135,25,235,9.40,3.83,89.00
VT,0.60,7,485.67,481.50,2.135,14445,14445,0,100.0,481.50,61.93,73.43,0.00,0,0.08,115.6,171,134.4,135,17,136,8.00,3.90,89.00
PT,0.65,12,526.15,533.23,1.933,15997,15997,0,100.0,533.23,62.62,79.04,0.01,1,0.45,122.6,170,170.1,182,19,157,8.26,3.87,86.00
VT,0.80,17,647.57,641.23,2.380,19237,19237,0,100.0,641.23,63.63,83.42,0.46,14,1.19,115.7,168,133.0,133,23,206,8.96,3.80,114.00
PT,0.75,3,607.09,603.70,1.931,18111,18111,0,100.0,603.70,62.09,81.09,0.37,9,0.19,118.4,175,173.4,190,22,179,8.14,4.03,48.00
VT,0.85,6,688.04,685.03,2.462,20551,20551,0,100.0,685.03,65.10,95.27,1.38,28,2.28,121.8,172,133.0,133,25,243,9.72,3.93,105.00
VT,0.85,10,688.04,690.97,2.461,20729,20729,0,100.0,690.97,64.52,86.46,1.43,20,1.90,118.6,173,133.0,133,25,218,8.72,3.97,112.00
VT,1.05,17,849.93,851.27,2.914,25538,25538,0,100.0,851.27,1599.01,2699.27,1211.68,2090,1308.60,120.6,170,134.0,134,35,283,8.09,3.87,82.00
VT,0.95,6,768.98,762.03,2.618,22861,22861,0,100.0,762.03,73.81,118.33,8.84,50,9.18,121.4,172,133.9,134,29,231,7.97,3.93,30.00
PT,0.85,3,688.04,690.47,2.103,20714,20714,0,100.0,690.47,65.73,108.17,2.85,42,2.74,117.0,174,178.1,224,26,197,7.58,4.00,22.00
PT,1.05,16,849.93,854.13,2.015,25624,25624,0,100.0,854.13,2144.58,3362.90,1646.23,2520,1778.99,124.6,175,1849.6,2671,32,258,8.06,4.03,107.00
VT,0.75,18,607.09,606.60,2.321,18198,18198,0,100.0,606.60,62.98,81.88,0.13,6,0.74,122.9,174,133.0,133,22,222,10.09,4.00,64.00
PT,0.80,16,647.57,648.33,2.062,19450,19450,0,100.0,648.33,64.81,100.44,1.51,25,1.97,122.2,174,181.2,213,23,209,9.09,4.00,114.00
PT,0.95,5,768.98,774.73,2.344,23242,23242,0,100.0,774.73,193.65,304.27,101.24,196,102.17,130.9,194,292.1,366,29,255,8.79,4.67,31.00
PT,0.85,13,688.04,689.97,2.042,20699,20699,0,100.0,689.97,64.37,103.49,2.22,49,1.79,118.1,174,180.1,232,26,169,6.50,4.00,65.00
VT,0.50,9,404.73,409.73,2.078,12292,12292,0,100.0,409.73,63.66,71.69,0.00,0,0.78,118.4,175,133.0,133,14,102,7.29,4.03,102.00
VT,0.50,5,404.73,399.43,1.991,11983,11983,0,100.0,399.43,62.78,71.09,0.00,0,0.40,118.9,173,133.0,133,14,97,6.93,3.97,53.00
VT,0.70,13,566.62,572.80,2.304,17184,17184,0,100.0,572.80,63.01,79.10,0.03,4,0.71,117.4,173,133.0,133,21,172,8.19,3.97,17.00
PT,0.50,9,404.73,395.87,1.684,11876,11876,0,100.0,395.87,59.72,73.81,0.00,0,0.00,117.2,174,158.7,171,14,99,7.07,4.00,86.00
PT,0.80,3,647.57,650.80,2.048,19524,19524,0,100.0,650.80,64.46,98.61,0.74,16,1.75,119.5,174,178.5,195,23,190,8.26,4.03,118.00
PT,0.50,13,404.73,411.40,1.785,12342,12342,0,100.0,411.40,61.59,75.74,0.00,0,0.00,119.4,175,160.5,176,15,121,8.07,4.03,22.00
VT,0.85,3,688.04,692.50,2.483,20775,20775,0,100.0,692.50,65.00,88.96,1.50,16,2.24,125.3,172,133.0,133,25,228,9.12,3.93,90.00
PT,0.30,8,242.84,243.13,1.462,7294,7294,0,100.0,243.13,60.69,69.49,0.00,0,0.00,119.0,174,148.2,156,9,63,7.00,4.00,5.00
PT,0.60,7,485.67,488.00,1.875,14640,14640,0,100.0,488.00,61.95,77.01,0.01,2,0.09,116.3,170,165.2,182,17,123,7.24,3.90,118.00
PT,0.80,20,647.57,652.57,2.061,19577,19577,0,100.0,652.57,64.29,93.38,1.38,23,1.64,117.4,171,180.1,197,24,204,8.50,3.90,29.00
VT,0.75,10,607.09,609.50,2.354,18285,18285,0,100.0,609.50,63.22,81.42,0.19,9,0.88,115.6,176,133.0,133,22,209,9.50,4.07,90.00
PT,0.75,1,607.09,610.23,1.987,18307,18307,0,100.0,610.23,62.62,84.22,0.78,13,0.52,119.3,173,177.4,197,22,139,6.32,3.97,68.00
VT,0.60,9,485.67,485.77,2.141,14573,14573,0,100.0,485.77,62.32,74.91,0.05,7,0.27,112.7,174,133.0,133,17,152,8.94,4.00,95.00
VT,0.75,3,607.09,609.20,2.269,18276,18276,0,100.0,609.20,62.08,80.89,0.24,12,0.19,113.7,170,133.0,133,22,173,7.86,3.87,80.00
PT,0.60,11,485.67,483.07,1.813,14492,14492,0,100.0,483.07,61.33,76.05,0.00,0,0.00,113.6,166,164.8,179,17,129,7.59,3.73,98.00
VT,0.50,2,404.73,404.97,1.967,12149,12149,0,100.0,404.97,62.06,71.51,0.00,0,0.12,121.0,172,133.0,133,14,88,6.29,3.93,81.00
VT,1.05,6,849.93,847.30,2.878,25419,25419,0,100.0,847.30,1641.53,2693.94,1248.58,2068,1338.53,126.0,174,133.0,133,35,307,8.77,4.00,57.00
VT,1.05,9,849.93,842.87,2.863,25286,25286,0,100.0,842.87,816.09,1833.74,593.20,1396,635.79,124.9,190,133.0,133,32,253,7.91,4.53,36.00
PT,1.05,2,849.93,842.03,2.078,25261,25261,0,100.0,842.03,2183.42,3212.15,1667.98,2422,1786.50,120.9,181,1866.9,2607,33,283,8.58,4.23,52.00
VT,0.75,20,607.09,612.40,2.246,18372,18372,0,100.0,612.40,62.16,81.13,0.21,12,0.24,125.1,180,133.0,133,21,216,10.29,4.20,119.00
VT,0.80,7,647.57,654.03,2.374,19621,19621,0,100.0,654.03,63.48,83.50,0.32,6,1.12,121.7,172,133.0,133,24,230,9.58,3.93,33.00
PT,0.95,11,768.98,768.30,2.338,23049,23049,0,100.0,768.30,105.45,186.10,32.58,100,33.56,125.3,200,217.2,267,28,250,8.93,4.87,96.00
PT,0.85,15,688.04,680.80,2.152,20424,20424,0,100.0,680.80,72.72,207.10,7.51,133,7.46,122.8,179,184.4,265,26,184,7.08,4.17,64.00
PT,0.60,13,485.67,487.27,1.892,14618,14618,0,100.0,487.27,61.41,75.76,0.00,0,0.00,118.3,170,164.5,183,17,131,7.71,3.87,106.00
PT,1.05,9,849.93,852.80,2.096,25584,25584,0,100.0,852.80,2185.82,3694.28,1644.52,2751,1811.39,117.0,173,1856.8,2918,35,276,7.89,3.97,35.00
PT,1.05,13,849.93,857.30,2.256,25719,25719,0,100.0,857.30,2383.65,3951.31,1801.83,3058,1990.55,136.1,201,2015.6,3214,25,221,8.84,4.90,122.00
VT,0.80,9,647.57,658.40,2.636,19752,19752,0,100.0,658.40,64.88,99.88,1.10,21,2.05,124.5,180,133.0,133,25,180,7.20,4.20,61.00
VT,0.85,2,688.04,681.20,2.497,20436,20436,0,100.0,681.20,64.11,99.03,1.24,28,1.59,125.2,176,133.0,133,25,180,7.20,4.07,86.00
VT,0.65,3,526.15,531.60,2.412,15948,15948,0,100.0,531.60,63.91,101.07,0.26,29,1.14,106.5,176,133.3,135,19,158,8.32,4.07,73.00
VT,0.95,1,768.98,774.47,2.703,23234,23234,0,100.0,774.47,91.12,182.23,21.88,104,22.73,116.9,168,134.7,135,29,195,6.72,3.80,118.00
VT,0.60,15,485.67,484.87,2.130,14546,14546,0,100.0,484.87,61.50,73.20,0.00,0,0.00,111.1,169,134.1,135,17,116,6.82,3.83,103.00
PT,1.05,5,849.93,849.33,2.041,25480,25480,0,100.0,849.33,2401.80,3385.65,1856.58,2556,1987.47,123.9,175,2074.5,2731,32,255,7.97,4.03,76.00
PT,0.95,9,768.98,764.83,2.239,22945,22945,0,100.0,764.83,91.44,205.17,21.90,176,22.69,120.4,170,209.8,359,29,222,7.66,3.87,102.00
PT,0.50,11,404.73,403.70,1.797,12111,12111,0,100.0,403.70,60.89,74.87,0.01,1,0.00,116.0,173,157.9,166,14,88,6.29,3.97,111.00
PT,0.95,19,768.98,768.37,2.316,23051,23051,0,100.0,768.37,100.73,221.01,30.34,156,29.94,121.8,171,219.7,331,29,165,5.69,3.90,104.00
VT,0.65,16,526.15,520.73,2.232,15622,15622,0,100.0,520.73,62.91,77.81,0.03,3,0.59,123.2,170,133.0,133,19,182,9.58,3.87,32.00
VT,1.05,14,849.93,848.33,2.887,25450,25450,0,100.0,848.33,1892.62,2820.75,1462.70,2170,1553.17,128.0,208,133.0,133,31,298,9.61,5.13,19.00
VT,1.05,8,849.93,855.17,2.857,25655,25655,0,100.0,855.17,1845.22,2837.85,1425.30,2214,1525.15,127.6,192,133.0,133,32,285,8.91,4.60,118.00
VT,0.65,9,526.15,533.80,2.159,16014,16014,0,100.0,533.80,61.72,75.92,0.01,2,0.00,127.8,178,133.0,133,20,143,7.15,4.13,98.00
VT,0.85,17,688.04,683.97,2.422,20519,20519,0,100.0,683.97,64.22,87.60,1.40,18,1.68,118.6,174,133.0,133,25,239,9.56,4.00,84.00
PT,0.60,14,485.67,486.13,1.840,14584,14584,0,100.0,486.13,61.39,76.27,0.00,0,0.00,121.0,175,165.9,180,17,122,7.18,4.03,117.00
PT,0.95,3,768.98,776.80,2.241,23304,23304,0,100.0,776.80,97.09,220.87,26.37,137,27.44,124.4,193,210.8,312,28,245,8.75,4.63,85.00
PT,0.60,8,485.67,485.23,1.857,14557,14557,0,100.0,485.23,61.71,76.94,0.07,10,0.00,124.0,177,164.1,191,19,139,7.32,4.10,29.00
VT,0.80,14,647.57,655.97,2.314,19679,19679,0,100.0,655.97,62.95,83.37,0.39,6,0.77,119.6,175,133.0,133,24,195,8.13,4.03,12.00
VT,1.05,15,849.93,847.47,2.920,25424,25424,0,100.0,847.47,1426.35,2567.57,1071.10,1970,1156.44,121.8,177,133.0,133,35,264,7.54,4.10,74.00
VT,1.05,20,849.93,849.87,2.833,25496,25496,0,100.0,849.87,1430.46,2442.41,1084.11,1907,1163.20,135.8,195,133.0,133,26,240,9.23,4.70,109.00
VT,0.70,14,566.62,566.23,2.220,16987,16987,0,100.0,566.23,61.83,78.06,0.07,3,0.04,125.4,176,133.0,133,22,147,6.68,4.07,25.00
PT,0.75,16,607.09,607.90,1.980,18237,18237,0,100.0,607.90,62.92,83.22,0.47,11,0.70,113.3,172,173.2,194,22,174,7.91,3.93,62.00
VT,0.95,17,768.98,769.83,2.644,23095,23095,0,100.0,769.83,85.88,187.74,18.03,111,18.56,124.7,175,133.9,134,29,257,8.86,4.03,43.00
VT,0.30,11,242.84,241.10,1.551,7233,7233,0,100.0,241.10,62.17,69.41,0.00,0,0.10,111.9,174,134.0,134,8,48,6.00,4.00,78.00
VT,0.75,14,607.09,600.13,2.307,18004,18004,0,100.0,600.13,62.74,81.24,0.22,9,0.58,120.2,174,134.0,134,22,204,9.27,4.00,15.00
PT,0.50,17,404.73,402.67,1.863,12080,12080,0,100.0,402.67,61.83,80.65,0.00,0,0.02,116.0,173,161.4,201,15,98,6.53,3.97,9.00
PT,0.30,1,242.84,244.67,1.492,7340,7340,0,100.0,244.67,60.49,71.09,0.00,0,0.00,120.2,176,148.3,171,9,50,5.56,4.07,20.00
VT,0.70,5,566.62,566.93,2.347,17008,17008,0,100.0,566.93,62.65,96.65,0.22,22,0.50,117.4,174,133.0,133,20,144,7.20,4.03,86.00
VT,0.80,5,647.57,655.93,2.429,19678,19678,0,100.0,655.93,63.98,83.70,0.54,12,1.45,118.0,168,133.0,133,24,237,9.88,3.80,57.00
VT,1.05,19,849.93,849.00,3.011,25470,25470,0,100.0,849.00,1906.15,2960.36,1462.35,2280,1565.88,119.9,173,133.0,133,35,309,8.83,3.97,49.00
PT,0.85,7,688.04,678.80,2.061,20364,20364,0,100.0,678.80,64.21,93.51,1.67,17,1.66,125.5,178,179.8,194,26,182,7.00,4.13,69.00
PT,0.85,8,688.04,687.43,2.154,20623,20623,0,100.0,687.43,66.95,109.97,2.59,30,3.56,118.0,175,179.7,210,25,204,8.16,4.03,81.00
VT,0.85,13,688.04,683.83,2.495,20515,20515,0,100.0,683.83,64.92,91.47,1.18,15,2.16,125.7,172,133.0,133,25,244,9.76,3.93,92.00
VT,0.60,10,485.67,486.40,2.143,14592,14592,0,100.0,486.40,61.95,71.87,0.00,0,0.09,116.9,174,133.0,133,17,124,7.29,4.00,101.00
PT,0.95,16,768.98,765.57,2.309,22967,22967,0,100.0,765.57,110.73,209.53,37.40,110,37.48,117.7,169,224.4,268,29,248,8.55,3.83,74.00
PT,0.80,6,647.57,640.60,2.063,19218,19218,0,100.0,640.60,64.57,96.48,1.37,15,1.79,154.8,202,176.4,193,19,178,9.37,4.93,124.00
PT,0.75,4,607.09,604.97,2.017,18149,18149,0,100.0,604.97,63.00,82.65,0.44,15,0.74,120.9,183,173.6,190,22,164,7.45,4.30,126.00
VT,0.50,4,404.73,405.40,1.921,12162,12162,0,100.0,405.40,61.28,71.34,0.00,0,0.00,117.8,173,133.0,133,14,97,6.93,3.97,86.00
PT,0.75,7,607.09,609.43,2.002,18283,18283,0,100.0,609.43,62.50,83.34,0.41,16,0.44,120.5,173,175.4,190,22,182,8.27,4.00,47.00
PT,0.60,16,485.67,482.77,1.820,14483,14483,0,100.0,482.77,61.25,76.58,0.05,7,0.00,115.1,170,163.0,183,17,126,7.41,3.87,67.00
VT,0.50,12,404.73,403.77,1.969,12113,12113,0,100.0,403.77,62.10,73.88,0.00,0,0.13,113.6,166,133.0,133,14,109,7.79,3.73,73.00
PT,1.05,8,849.93,850.53,2.041,25516,25516,0,100.0,850.53,1840.65,3119.06,1395.19,2352,1513.00,120.8,191,1605.7,2539,29,288,9.93,4.57,102.00
PT,1.05,14,849.93,853.60,2.111,25608,25608,0,100.0,853.60,2221.61,3741.86,1670.41,2880,1843.64,123.9,179,1888.5,3029,33,300,9.09,4.17,50.00
PT,0.75,6,607.09,606.17,1.970,18185,18185,0,100.0,606.17,62.38,81.69,0.37,9,0.37,144.6,219,173.2,190,16,125,7.81,5.50,135.00
VT,0.30,10,242.84,243.70,1.578,7311,7311,0,100.0,243.70,63.01,69.77,0.00,0,0.30,114.1,173,133.0,133,10,61,6.10,3.97,57.00
PT,0.80,18,647.57,641.47,2.010,19244,19244,0,100.0,641.47,63.28,90.67,0.68,13,0.97,124.7,175,177.2,194,23,172,7.48,4.07,86.00
PT,0.65,4,526.15,528.40,1.875,15852,15852,0,100.0,528.40,61.98,76.97,0.03,4,0.11,103.4,139,168.8,181,19,145,7.63,2.83,50.00
PT,0.30,7,242.84,243.93,1.498,7318,7318,0,100.0,243.93,61.37,71.15,0.00,0,0.00,123.0,174,149.2,157,8,54,6.75,4.00,121.00
PT,0.70,14,566.62,564.77,1.920,16943,16943,0,100.0,564.77,62.06,80.38,0.21,7,0.16,117.9,172,170.4,188,21,161,7.67,3.93,43.00
VT,0.70,6,566.62,566.90,2.322,17007,17007,0,100.0,566.90,62.92,79.80,0.07,6,0.65,121.4,173,133.0,133,21,187,8.90,3.97,63.00
VT,0.95,4,768.98,776.33,2.769,23290,23290,0,100.0,776.33,100.74,222.73,29.14,127,30.26,114.1,173,133.0,133,30,273,9.10,3.97,65.00
VT,0.75,6,607.09,607.27,2.293,18218,18218,0,100.0,607.27,62.41,80.82,0.09,6,0.39,116.4,174,133.0,133,23,205,8.91,4.00,70.00
PT,0.65,2,526.15,525.03,1.915,15751,15751,0,100.0,525.03,62.54,77.99,0.02,3,0.41,130.8,172,166.1,182,19,168,8.84,3.93,99.00
VT,0.70,4,566.62,564.57,2.301,16937,16937,0,100.0,564.57,62.75,76.83,0.05,4,0.55,115.2,172,133.0,133,21,173,8.24,3.93,79.00
VT,0.50,1,404.73,406.37,1.978,12191,12191,0,100.0,406.37,61.51,70.93,0.00,0,0.00,116.1,170,133.0,133,15,91,6.07,3.87,30.00
PT,0.50,1,404.73,403.93,1.722,12118,12118,0,100.0,403.93,60.87,74.66,0.00,0,0.00,111.8,170,159.4,171,15,95,6.33,3.87,40.00
VT,0.70,19,566.62,569.63,2.258,17089,17089,0,100.0,569.63,62.45,79.39,0.13,13,0.39,113.6,169,133.0,133,21,157,7.48,3.83,63.00
PT,0.50,12,404.73,401.03,1.730,12031,12031,0,100.0,401.03,61.05,74.62,0.00,0,0.00,111.1,164,159.2,175,15,112,7.47,3.67,45.00
VT,0.75,13,607.09,610.00,2.388,18300,18300,0,100.0,610.00,63.48,80.48,0.31,9,1.04,114.0,168,133.0,133,23,204,8.87,3.80,39.00
VT,0.60,6,485.67,483.27,2.197,14498,14498,0,100.0,483.27,62.86,75.94,0.00,0,0.53,114.0,167,133.0,133,18,149,8.28,3.77,30.00
PT,0.60,18,485.67,486.67,1.857,14600,14600,0,100.0,486.67,61.96,77.84,0.01,1,0.09,112.1,170,163.4,176,18,134,7.44,3.87,30.00
PT,0.70,9,566.62,566.93,1.926,17008,17008,0,100.0,566.93,62.41,78.58,0.03,3,0.36,114.5,172,168.1,186,21,149,7.10,3.93,66.00
PT,0.85,11,688.04,696.47,2.158,20894,20894,0,100.0,696.47,66.05,103.53,3.14,26,2.98,119.0,164,183.2,205,26,198,7.62,3.67,85.00
VT,0.75,8,607.09,605.90,2.338,18177,18177,0,100.0,605.90,63.01,80.91,0.24,8,0.75,114.2,167,133.0,133,23,217,9.43,3.77,34.00
PT,0.95,18,768.98,771.30,2.263,23139,23139,0,100.0,771.30,104.24,243.25,30.74,151,32.76,121.6,173,216.0,320,30,235,7.83,3.97,113.00
PT,0.95,8,768.98,762.17,2.293,22865,22865,0,100.0,762.17,83.65,141.81,17.01,67,16.68,121.1,168,204.1,247,33,215,6.52,3.80,87.00
PT,0.95,10,768.98,770.43,2.318,23113,23113,0,100.0,770.43,161.53,293.06,75.34,191,76.86,118.7,164,259.8,355,30,229,7.63,3.67,97.00
PT,0.60,19,485.67,486.70,1.826,14601,14601,0,100.0,486.70,61.41,76.57,0.00,0,0.00,120.9,171,164.1,178,18,137,7.61,3.90,63.00
VT,0.30,7,242.84,238.07,1.592,7142,7142,0,100.0,238.07,63.30,69.22,0.00,0,0.37,116.2,170,133.0,133,8,49,6.13,3.87,100.00
VT,0.50,6,404.73,405.53,2.010,12166,12166,0,100.0,405.53,62.86,73.21,0.00,0,0.44,114.1,171,133.0,133,15,114,7.60,3.93,30.00
PT,0.30,13,242.84,242.97,1.482,7289,7289,0,100.0,242.97,60.94,70.29,0.00,0,0.00,113.1,167,148.9,156,9,48,5.33,3.77,34.00
PT,0.50,3,404.73,402.63,1.750,12079,12079,0,100.0,402.63,61.38,75.42,0.00,0,0.00,114.1,169,158.9,170,15,103,6.87,3.87,33.00
VT,0.30,15,242.84,240.47,1.565,7214,7214,0,100.0,240.47,62.99,69.55,0.00,0,0.29,114.5,170,133.0,133,8,58,7.25,3.87,106.00
VT,1.05,16,849.93,851.87,2.936,25556,25556,0,100.0,851.87,1658.23,2856.96,1253.83,2216,1359.97,128.2,200,133.0,133,34,279,8.21,4.87,57.00
VT,0.50,18,404.73,404.47,1.951,12134,12134,0,100.0,404.47,61.96,72.43,0.00,0,0.08,118.5,172,133.0,133,17,119,7.00,3.93,18.00
VT,0.65,20,526.15,525.03,2.264,15751,15751,0,100.0,525.03,62.84,75.75,0.02,3,0.56,115.8,170,133.0,133,19,162,8.53,3.87,106.00
PT,0.50,18,404.73,405.13,1.768,12154,12154,0,100.0,405.13,61.28,75.25,0.00,0,0.00,113.3,171,159.2,171,15,125,8.33,3.90,45.00
VT,1.05,10,849.93,848.00,2.924,25440,25440,0,100.0,848.00,1562.90,2753.10,1178.13,2115,1272.96,119.1,167,133.0,133,40,312,7.80,3.77,74.00
VT,0.50,17,404.73,407.63,2.045,12229,12229,0,100.0,407.63,63.00,70.89,0.00,0,0.50,122.0,183,133.0,133,12,85,7.08,4.30,128.00
PT,0.30,19,242.84,241.07,1.511,7232,7232,0,100.0,241.07,61.62,70.37,0.00,0,0.00,119.3,172,148.9,158,10,58,5.80,3.93,118.00
VT,0.60,12,485.67,489.87,2.139,14696,14696,0,100.0,489.87,61.83,72.77,0.02,3,0.03,109.3,163,133.0,133,17,108,6.35,3.67,92.00
VT,1.05,4,849.93,848.43,2.930,25453,25453,0,100.0,848.43,2076.86,3180.83,1584.81,2490,1709.67,125.4,213,133.0,133,34,288,8.47,5.30,61.00
VT,0.85,14,688.04,694.63,2.503,20839,20839,0,100.0,694.63,66.07,98.01,2.07,26,2.99,123.1,178,133.0,133,26,224,8.62,4.13,84.00
VT,0.75,17,607.09,604.87,2.339,18146,18146,0,100.0,604.87,63.20,80.75,0.30,10,0.87,121.0,178,133.0,133,21,201,9.57,4.13,81.00
VT,0.30,16,242.84,242.17,1.594,7265,7265,0,100.0,242.17,63.38,69.31,0.00,0,0.39,114.3,172,133.0,133,8,44,5.50,3.93,86.00
VT,0.65,14,526.15,524.67,2.171,15740,15740,0,100.0,524.67,61.64,74.44,0.00,0,0.00,128.3,174,133.0,133,18,116,6.44,4.03,123.00
PT,0.60,17,485.67,481.83,1.876,14455,14455,0,100.0,481.83,61.94,76.56,0.01,1,0.08,114.9,165,165.4,184,17,138,8.12,3.70,100.00
VT,0.65,13,526.15,532.20,2.241,15966,15966,0,100.0,532.20,62.67,76.74,0.01,1,0.48,107.4,149,133.0,133,19,172,9.05,3.17,59.00
PT,0.65,11,526.15,526.63,1.905,15799,15799,0,100.0,526.63,62.10,77.84,0.01,2,0.18,102.7,136,166.6,180,19,145,7.63,2.73,48.00
PT,0.60,15,485.67,483.27,1.841,14498,14498,0,100.0,483.27,61.87,77.99,0.00,0,0.05,116.0,172,164.1,183,17,143,8.41,3.93,91.00
VT,0.75,9,607.09,603.83,2.214,18115,18115,0,100.0,603.83,61.70,79.30,0.18,10,0.00,118.3,175,134.6,135,22,179,8.14,4.03,50.00
VT,0.65,19,526.15,530.63,2.271,15919,15919,0,100.0,530.63,62.64,75.85,0.05,3,0.46,132.6,176,133.0,133,19,160,8.42,4.07,56.00
VT,0.65,10,526.15,524.13,2.168,15724,15724,0,100.0,524.13,61.59,75.04,0.03,4,0.00,127.3,173,133.0,133,19,152,8.00,3.97,34.00
PT,0.75,15,607.09,601.37,2.017,18041,18041,0,100.0,601.37,62.76,80.36,0.32,12,0.60,114.6,168,175.8,188,22,167,7.59,3.80,51.00
PT,0.30,4,242.84,246.13,1.493,7384,7384,0,100.0,246.13,61.58,70.92,0.00,0,0.00,117.5,174,147.4,160,8,55,6.88,4.00,118.00
VT,0.80,11,647.57,639.60,2.419,19188,19188,0,100.0,639.60,64.08,82.83,0.32,10,1.48,116.0,173,133.0,133,23,209,9.09,4.00,72.00
PT,0.70,4,566.62,571.10,1.974,17133,17133,0,100.0,571.10,62.84,79.21,0.05,4,0.61,122.6,176,172.1,187,20,167,8.35,4.07,112.00
PT,0.30,20,242.84,241.63,1.472,7249,7249,0,100.0,241.63,60.39,69.82,0.00,0,0.00,115.0,173,148.7,157,8,49,6.13,3.93,107.00
PT,0.75,8,607.09,608.43,1.993,18253,18253,0,100.0,608.43,63.18,81.89,0.47,17,0.86,115.7,173,175.4,194,22,150,6.82,4.00,41.00
PT,1.05,7,849.93,849.57,2.047,25487,25487,0,100.0,849.57,2246.93,3778.95,1689.52,2829,1856.44,127.7,206,1907.5,3013,29,275,9.48,5.03,86.00
VT,0.85,19,688.04,695.67,2.509,20870,20870,0,100.0,695.67,65.43,87.96,1.24,16,2.55,118.6,180,133.0,133,27,242,8.96,4.20,23.00
VT,0.95,5,768.98,760.10,2.707,22803,22803,0,100.0,760.10,77.41,134.34,11.31,57,11.89,124.0,173,133.0,133,29,276,9.52,3.97,21.00
VT,0.60,16,485.67,488.50,2.047,14655,14655,0,100.0,488.50,60.97,73.34,0.00,0,0.00,117.5,174,134.0,134,17,133,7.82,4.00,100.00
PT,0.30,14,242.84,243.10,1.471,7293,7293,0,100.0,243.10,60.65,69.53,0.00,0,0.00,118.6,175,150.5,159,9,39,4.33,4.03,12.00
VT,0.85,8,688.04,686.07,2.476,20582,20582,0,100.0,686.07,64.69,88.62,1.07,18,2.00,112.1,168,133.0,133,25,231,9.24,3.80,66.00
PT,0.80,5,647.57,642.60,1.970,19278,19278,0,100.0,642.60,63.17,90.57,1.41,18,0.90,119.6,176,176.5,201,23,180,7.83,4.07,92.00
VT,0.95,14,768.98,772.67,2.805,23180,23180,0,100.0,772.67,91.40,180.83,22.21,87,22.89,118.8,171,133.0,133,29,282,9.72,3.90,73.00
VT,0.70,12,566.62,563.63,2.228,16909,16909,0,100.0,563.63,62.09,77.77,0.00,0,0.18,117.2,176,133.0,133,20,177,8.85,4.03,74.00
PT,0.80,10,647.57,655.43,2.036,19663,19663,0,100.0,655.43,64.38,96.33,1.05,22,1.71,117.4,176,177.0,191,24,179,7.46,4.07,48.00
PT,0.70,15,566.62,561.50,1.930,16845,16845,0,100.0,561.50,61.93,78.69,0.20,9,0.09,111.8,172,169.6,197,20,160,8.00,3.93,81.00
PT,0.85,19,688.04,685.40,2.117,20562,20562,0,100.0,685.40,66.40,102.33,2.82,27,3.17,120.6,175,181.8,205,25,197,7.88,4.03,55.00
VT,0.70,11,566.62,565.20,2.216,16956,16956,0,100.0,565.20,62.18,77.96,0.09,8,0.23,121.7,174,133.0,133,20,179,8.95,4.00,103.00
VT,0.60,11,485.67,483.97,2.172,14519,14519,0,100.0,483.97,62.42,73.06,0.00,0,0.32,116.4,175,133.0,133,17,124,7.29,4.03,77.00
VT,0.50,14,404.73,407.60,2.031,12228,12228,0,100.0,407.60,63.12,72.34,0.00,0,0.55,118.7,175,133.0,133,14,95,6.79,4.03,81.00
PT,0.60,10,485.67,489.53,1.862,14686,14686,0,100.0,489.53,62.18,76.90,0.00,0,0.20,119.6,171,167.8,190,18,142,7.89,3.90,17.00
